temperature,vibration,current,failure
47.81484618345286,3.062717392207385,12.32615859240744,0.0
47.202373689801995,2.0757856829045926,11.28496492031613,0.0
41.69106767615806,2.4833850046777695,11.423384765072925,0.0
51.18046587605219,3.114490251244531,14.77474296126598,0.0
44.35089650133287,3.3520527581277455,11.73443009746451,0.0
81.76563778537098,6.729149060026735,28.171098583186126,1.0
48.27182828177029,1.8747961330151413,12.012274650330294,0.0
39.645537509694435,1.7476398129844988,14.42514806126443,0.0
44.16440959841573,2.3605185348340956,15.190981795278514,0.0
47.57523843153024,1.7094046489839334,13.55505020644347,0.0
53.761352217118116,1.925602982420672,14.486009444108799,0.0
44.811826487875756,2.8329621260272306,11.001968079083198,0.0
50.2682089830392,1.8170221443997328,15.141014416709032,0.0
76.79616420704741,9.965312263680794,32.97411125525071,1.0
83.69287857882972,6.391953752505656,26.866915633465315,1.0
46.788936801741414,3.450595342876504,14.9828589054404,0.0
42.20539076364206,2.7100472452259208,12.23849182079454,0.0
43.86757950575084,2.745603832705998,14.052409505548072,0.0
42.18137723598013,2.548991576735448,13.679279837910338,0.0
76.57390009823409,8.814260897539613,24.474535104395542,1.0
71.89341414553829,7.030997331401464,26.34852357858943,1.0
38.69558022832477,2.1768863450780986,13.04470883479199,0.0
70.53274499949167,5.70041210236468,25.076657219326066,1.0
39.93584439832788,2.649376454182843,10.686753584644453,0.0
46.168929558953735,2.196062369662091,14.961489159535969,0.0
40.310874800424386,1.7079320284972552,8.93550782956063,0.0
46.03843843581556,2.035244569903795,13.057472518594961,0.0
81.11615247382733,5.221545328780028,24.31945472244216,1.0
49.3480296005283,2.859878971074091,11.565434615559042,0.0
40.85502494538964,2.848477202255368,16.36128182490429,0.0
38.94491900118771,2.795907066870689,14.290127491918764,0.0
47.852993342965796,2.368554585395866,10.427249069290626,0.0
50.247763576596675,2.948533098443566,12.286296269744401,0.0
50.58647915794064,2.7673145430612176,13.565737850107595,0.0
42.749672642603784,1.553192666523107,15.564260003062918,0.0
47.45959585753253,2.877145664906787,15.208241779177037,0.0
47.76244977208574,1.6070667540329444,12.07159985715351,0.0
35.667316914634696,1.8952615322905975,14.713945518533853,0.0
55.8162736165273,1.838771021628215,14.463684184269695,0.0
46.99843975876321,2.857304895318309,15.274649366046145,0.0
48.80207328072149,3.3793102420975667,13.314242276884872,0.0
42.8655946502629,2.9462986691496544,11.154050149476653,0.0
58.008415570901974,2.108123239437786,15.246814276559832,0.0
43.80525976566795,2.5204595876978604,14.562018500563612,0.0
52.38947022370758,2.048149069634936,9.69523291078164,0.0
